联系人,Unnamed: 1,"联系电话
（手机）",Unnamed: 3,Unnamed: 4,Unnamed: 5,"活动时
间",Unnamed: 7
第八章 附则 ..................................................................................... 297,,,,,,,
45.中南民族大学学生综合素质测评办法 ...........................................298,,,,,,,
第一章 总则 ..................................................................................... 298,,,,,,,
第二章 组织与实施 ......................................................................... 298,,,,,,,
第三章 测评内容 ............................................................................. 299,,,,,,,
第四章 测评程序 ............................................................................. 303,,,,,,,
第五章 附则 ..................................................................................... 303,,,,,,,
第一部分,文件摘编,,,,,,
,中华人民共和国高等教育法,,,,,,
,（1998 年 8 月 29 日第九届全国人民代表大会常务委员会第四次会,,,,,,
议通过根据 2015 年 12 月 27 日第十二届全国人民代表大会常务委员会,,,,,,,
第十八次会议《关于修改〈中华人民共和国高等教育法〉的决定》第一,,,,,,,
次修正根据 2018 年 12 月 29 日第十三届全国人民代表大会常务委员会,,,,,,,
第七次会议《关于修改〈中华人民共和国电力法〉等四部法律的决定》,,,,,,,
第二次修正）,,,,,,,
,第一章,总则,,,,,
,第一条 为了发展高等教育事业，实施科教兴国战略，促进社会主,,,,,,
义物质文明和精神文明建设，根据宪法和教育法，制定本法。,,,,,,,
,第二条 在中华人民共和国境内从事高等教育活动，适用本法。本,,,,,,
法所称高等教育，是指在完成高级中等教育基础上实施的教育。,,,,,,,
,第三条 国家坚持以马克思列宁主义、毛泽东思想、邓小平理论为,,,,,,
指导，遵循宪法确定的基本原则，发展社会主义的高等教育事业。,,,,,,,
,第四条 高等教育必须贯彻国家的教育方针，为社会主义现代化建,,,,,,
设服务、为人民服务，与生产劳动和社会实践相结合，使受教育者成为,,,,,,,
德、智、体、美等方面全面发展的社会主义建设者和接班人。,,,,,,,
,第五条 高等教育的任务是培养具有社会责任感、创新精神和实践,,,,,,
能力的高级专门人才，发展科学技术文化，促进社会主义现代化建设。,,,,,,,
,第六条 国家根据经济建设和社会发展的需要，制定高等教育发展,,,,,,
规划，举办高等学校，并采取多种形式积极发展高等教育事业。,,,,,,,
,国家鼓励企业事业组织、社会团体及其他社会组织和公民等社会力,,,,,,
,1,,,,,,
量依法举办高等学校，参与和支持高等教育事业的改革和发展。,,,,,,,
第七条 国家按照社会主义现代化建设和社会主义市场经济的需,,,,,,,
要，根据不同类型、不同层次高等学校的实际，推进高等教育体制改革,,,,,,,
和高等教育教学改革，优化高等教育结构和资源配置，提高高等教育的,,,,,,,
质量和效益。,,,,,,,
第八条 国家根据少数民族的特点和需要，帮助和支持少数民族地,,,,,,,
区发展高等教育事业，为少数民族培养高级专门人才。,,,,,,,
第九条 公民依法享有接受高等教育的权利。国家采取措施，帮助,,,,,,,
少数民族学生和经济困难的学生接受高等教育。,,,,,,,
高等学校必须招收符合国家规定的录取标准的残疾学生入学，不得,,,,,,,
因其残疾而拒绝招收。,,,,,,,
第十条 国家依法保障高等学校中的科学研究、文学艺术创作和其,,,,,,,
他文化活动的自由。,,,,,,,
在高等学校中从事科学研究、文学艺术创作和其他文化活动，应当,,,,,,,
遵守法律。,,,,,,,
第十一条 高等学校应当面向社会，依法自主办学，实行民主管,,,,,,,
理。,,,,,,,
第十二条 国家鼓励高等学校之间、高等学校与科学研究机构以及,,,,,,,
企业事业组织之间开展协作，实行优势互补，提高教育资源的使用效,,,,,,,
益。国家鼓励和支持高等教育事业的国际交流与合作。,,,,,,,
第十三条 国务院统一领导和管理全国高等教育事业。省、自治,,,,,,,
区、直辖市人民政府统筹协调本行政区域内的高等教育事业，管理主要,,,,,,,
为地方培养人才和国务院授权管理的高等学校。,,,,,,,
,第十四条 国务院教育行政部门主管全国高等教育工作，管理由国,,,,,,
务院确定的主要为全国培养人才的高等学校。国务院其他有关部门在国,,,,,,,
务院规定的职责范围内，负责有关的高等教育工作。,,,,,,,
,第二章,高等教育基本制度,,,,,
,第十五条 高等教育包括学历教育和非学历教育。高等教育采用全,,,,,,
日制和非全日制教育形式。,,,,,,,
,国家支持采用广播、电视、函授及其他远程教育方式实施高等教,,,,,,
育。,,,,,,,
,第十六条 高等学历教育分为专科教育、本科教育和研究生教育。,,,,,,
,高等学历教育应当符合下列学业标准：,,,,,,
,（一）专科教育应当使学生掌握本专业必备的基础理论、专门知,,,,,,
识，具有从事本专业实际工作的基本技能和初步能力；,,,,,,,
,（二）本科教育应当使学生比较系统地掌握本学科、专业必需的基,,,,,,
础理论、基本知识，掌握本专业必要的基本技能、方法和相关知识，具,,,,,,,
有从事本专业实际工作和研究工作的初步能力；,,,,,,,
,（三）硕士研究生教育应当使学生掌握本学科坚实的基础理论、系,,,,,,
统的专业知识，掌握相应的技能、方法和相关知识，具有从事本专业实,,,,,,,
际工作和科学研究工作的能力。博士研究生教育应当使学生掌握本学科,,,,,,,
坚实宽广的基础理论、系统深入的专业知识、相应的技能和方法，具有,,,,,,,
独立从事本学科创造性科学研究工作和实际工作的能力。,,,,,,,
,第十七条 专科教育的基本修业年限为二至三年，本科教育的基本,,,,,,
修业年限为四至五年，硕士研究生教育的基本修业年限为二至三年，博,,,,,,,
士研究生教育的基本修业年限为三至四年。非全日制高等学历教育的修,,,,,,,
,,3,,,,,
业年限应当适当延长。高等学校根据实际需要，可以对本学校的修业年,,,,,,,
限作出调整。,,,,,,,
第十八条 高等教育由高等学校和其他高等教育机构实施。大学、,,,,,,,
独立设置的学院主要实施本科及本科以上教育。高等专科学校实施专科,,,,,,,
教育。经国务院教育行政部门批准，科学研究机构可以承担研究生教育,,,,,,,
的任务。其他高等教育机构实施非学历高等教育。,,,,,,,
第十九条 高级中等教育毕业或者具有同等学力的，经考试合格，,,,,,,,
由实施相应学历教育的高等学校录取，取得专科生或者本科生入学资,,,,,,,
格。,,,,,,,
本科毕业或者具有同等学力的，经考试合格，由实施相应学历教育,,,,,,,
的高等学校或者经批准承担研究生教育任务的科学研究机构录取，取得,,,,,,,
硕士研究生入学资格。,,,,,,,
硕士研究生毕业或者具有同等学力的，经考试合格，由实施相应学,,,,,,,
历教育的高等学校或者经批准承担研究生教育任务的科学研究机构录,,,,,,,
取，取得博士研究生入学资格。,,,,,,,
允许特定学科和专业的本科毕业生直接取得博士研究生入学资格，,,,,,,,
具体办法由国务院教育行政部门规定。,,,,,,,
第二十条 接受高等学历教育的学生，由所在高等学校或者经批准,,,,,,,
承担研究生教育任务的科学研究机构根据其修业年限、学业成绩等，按,,,,,,,
照国家有关规定，发给相应的学历证书或者其他学业证书。,,,,,,,
接受非学历高等教育的学生，由所在高等学校或者其他高等教育机,,,,,,,
构发给相应的结业证书。结业证书应当载明修业年限和学业内容。,,,,,,,
给相应的学历证书或者其他学业证书。,,,,,,,
,,第二十二条 国家实行学位制度。学位分为学士、硕士和博士。,,,,,
,,公民通过接受高等教育或者自学，其学业水平达到国家规定的学位,,,,,
标准，可以向学位授予单位申请授予相应的学位。,,,,,,,
,,第二十三条 高等学校和其他高等教育机构应当根据社会需要和自,,,,,
身办学条件，承担实施继续教育的工作。,,,,,,,
,,第三章,高等学校的设立,,,,
,,第二十四条 设立高等学校，应当符合国家高等教育发展规划，符,,,,,
合国家利益和社会公共利益。,,,,,,,
,,第二十五条 设立高等学校，应当具备教育法规定的基本条件。,,,,,
,,大学或者独立设置的学院还应当具有较强的教学、科学研究力量，,,,,,
较高的教学、科学研究水平和相应规模，能够实施本科及本科以上教,,,,,,,
育。大学还必须设有三个以上国家规定的学科门类为主要学科。设立高,,,,,,,
等学校的具体标准由国务院制定。,,,,,,,
,,设立其他高等教育机构的具体标准，由国务院授权的有关部门或者,,,,,
省、自治区、直辖市人民政府根据国务院规定的原则制定。,,,,,,,
,,第二十六条 设立高等学校，应当根据其层次、类型、所设学科类,,,,,
别、规模、教学和科学研究水平，使用相应的名称。,,,,,,,
,,第二十七条 申请设立高等学校的，应当向审批机关提交下列材,,,,,
料：,,,,,,,
,（一）申办报告；,,,,,,
,（二）可行性论证材料；,,,,,,
,（三）章程；,,,,,,
,,,5,,,,
（四）审批机关依照本法规定要求提供的其他材料。,,,,,,,
第二十八条 高等学校的章程应当规定以下事项：,,,,,,,
（一）学校名称、校址；,,,,,,,
（二）办学宗旨；,,,,,,,
（三）办学规模；,,,,,,,
（四）学科门类的设置；,,,,,,,
（五）教育形式；,,,,,,,
（六）内部管理体制；,,,,,,,
（七）经费来源、财产和财务制度；,,,,,,,
（八）举办者与学校之间的权利、义务；,,,,,,,
（九）章程修改程序；,,,,,,,
（十）其他必须由章程规定的事项。,,,,,,,
第二十九条 设立实施本科及以上教育的高等学校，由国务院教育,,,,,,,
（十）其他必须由章程规定的事项。,,,,,,,
第二十九条 设立实施本科及以上教育的高等学校，由国务院教育,,,,,,,
行政部门审批；设立实施专科教育的高等学校，由省、自治区、直辖市,,,,,,,
人民政府审批，报国务院教育行政部门备案；设立其他高等教育机构，,,,,,,,
由省、自治区、直辖市人民政府教育行政部门审批。审批设立高等学校,,,,,,,
和其他高等教育机构应当遵守国家有关规定。,,,,,,,
审批设立高等学校，应当委托由专家组成的评议机构评议。高等学,,,,,,,
校和其他高等教育机构分立、合并、终止，变更名称、类别和其他重要,,,,,,,
事项，由本条第一款规定的审批机关审批；修改章程，应当根据管理权,,,,,,,
限，报国务院教育行政部门或者省、自治区、直辖市人民政府教育行政,,,,,,,
部门核准。,,,,,,,
第三十条 高等学校自批准设立之日起取得法人资格。高等学校的,,,,,,,
校长为高等学校的法定代表人。,,,,,,,
高等学校在民事活动中依法享有民事权利，承担民事责任。,,,,,,,
第三十一条 高等学校应当以培养人才为中心，开展教学、科学研,,,,,,,
究和社会服务，保证教育教学质量达到国家规定的标准。,,,,,,,
第三十二条 高等学校根据社会需求、办学条件和国家核定的办学,,,,,,,
规模，制定招生方案，自主调节系科招生比例。,,,,,,,
第三十三条 高等学校依法自主设置和调整学科、专业。,,,,,,,
第三十四条 高等学校根据教学需要，自主制定教学计划、选编教,,,,,,,
材、组织实施教学活动。,,,,,,,
第三十五条 高等学校根据自身条件，自主开展科学研究、技术开,,,,,,,
发和社会服务。,,,,,,,
国家鼓励高等学校同企业事业组织、社会团体及其他社会组织在科,,,,,,,
学研究、技术开发和推广等方面进行多种形式的合作。,,,,,,,
国家支持具备条件的高等学校成为国家科学研究基地。,,,,,,,
第三十六条 高等学校按照国家有关规定，自主开展与境外高等学,,,,,,,
校之间的科学技术文化交流与合作。,,,,,,,
第三十七条 高等学校根据实际需要和精简、效能的原则，自主确,,,,,,,
动的财产挪作他用。,,,,,,,
第三十九条 国家举办的高等学校实行中国共产党高等学校基层委,,,,,,,
员会领导下的校长负责制。中国共产党高等学校基层委员会按照中国共,,,,,,,
产党章程和有关规定，统一领导学校工作，支持校长独立负责地行使职,,,,,,,
权，其领导职责主要是：执行中国共产党的路线、方针、政策，坚持社,,,,,,,
会主义办学方向，领导学校的思想政治工作和德育工作，讨论决定学校,,,,,,,
内部组织机构的设置和内部组织机构负责人的人选，讨论决定学校的改,,,,,,,
革、发展和基本管理制度等重大事项，保证以培养人才为中心的各项任,,,,,,,
务的完成。,,,,,,,
社会力量举办的高等学校的内部管理体制按照国家有关社会力量办,,,,,,,
学的规定确定。,,,,,,,
第四十条 高等学校的校长，由符合教育法规定的任职条件的公民,,,,,,,
担任。高等学校的校长、副校长按照国家有关规定任免。,,,,,,,
第四十一条 高等学校的校长全面负责本学校的教学、科学研究和,,,,,,,
其他行政管理工作，行使下列职权：,,,,,,,
（一）拟订发展规划，制定具体规章制度和年度工作计划并组织实,,,,,,,
施；,,,,,,,
的合法权益；,,,,,,,
（六）章程规定的其他职权。高等学校的校长主持校长办公会议或,,,,,,,
者校务会议，处理前款规定的有关事项。,,,,,,,
第四十二条 高等学校设立学术委员会，履行下列职责：,,,,,,,
（一）审议学科建设、专业设置，教学、科学研究计划方案；,,,,,,,
（二）评定教学、科学研究成果；,,,,,,,
（三）调查、处理学术纠纷；,,,,,,,
（四）调查、认定学术不端行为；,,,,,,,
（五）按照章程审议、决定有关学术发展、学术评价、学术规范的,,,,,,,
其他事项。,,,,,,,
第四十三条 高等学校通过以教师为主体的教职工代表大会等组织,,,,,,,
形式，依法保障教职工参与民主管理和监督，维护教职工合法权益。,,,,,,,
第四十四条 高等学校应当建立本学校办学水平、教育质量的评价,,,,,,,
制度，及时公开相关信息，接受社会监督。,,,,,,,
教育行政部门负责组织专家或者委托第三方专业机构对高等学校的,,,,,,,
国家教师资格考试，经认定合格，也可以取得高等学校教师资格。,,,,,,,
第四十七条 高等学校实行教师职务制度。高等学校教师职务根据,,,,,,,
学校所承担的教学、科学研究等任务的需要设置。教师职务设助教、讲,,,,,,,
师、副教授、教授。高等学校的教师取得前款规定的职务应当具备下列,,,,,,,
基本条件：,,,,,,,
（一）取得高等学校教师资格；,,,,,,,
（二）系统地掌握本学科的基础理论；,,,,,,,
（三）具备相应职务的教育教学能力和科学研究能力；,,,,,,,
（四）承担相应职务的课程和规定课时的教学任务。教授、副教授,,,,,,,
除应当具备以上基本任职条件外，还应当对本学科具有系统而坚实的基,,,,,,,
础理论和比较丰富的教学、科学研究经验、教学成绩显著、论文或者著,,,,,,,
作达到较高水平或者有突出的教学、科学研究成果。,,,,,,,
高等学校教师职务的具体任职条件由国务院规定。,,,,,,,
第四十八条 高等学校实行教师聘任制。教师经评定具备任职条件,,,,,,,
的，由高等学校按照教师职务的职责、条件和任期聘任。高等学校的教,,,,,,,
师的聘任，应当遵循双方平等自愿的原则，由高等学校校长与受聘教师,,,,,,,
签订聘任合同。,,,,,,,
第四十九条 高等学校的管理人员，实行教育职员制度。高等学校,,,,,,,
的教学辅助人员及其他专业技术人员，实行专业技术职务聘任制度。,,,,,,,
第五十条 国家保护高等学校教师及其他教育工作者的合法权益，,,,,,,,
采取措施改善高等学校教师及其他教育工作者的工作条件和生活条件。,,,,,,,
第五十一条 高等学校应当为教师参加培训、开展科学研究和进行,,,,,,,
学术交流提供便利条件。,,,,,,,
10,,,,,,,
,高等学校应当对教师、管理人员和教学辅助人员及其他专业技术人,,,,,,
员的思想政治表现、职业道德、业务水平和工作实绩进行考核，考核结,,,,,,,
果作为聘任或者解聘、晋升、奖励或者处分的依据。,,,,,,,
,第五十二条 高等学校的教师、管理人员和教学辅助人员及其他专,,,,,,
业技术人员，应当以教学和培养人才为中心做好本职工作。,,,,,,,
,第六章,高等学校的学生,,,,,
,第五十三条 高等学校的学生应当遵守法律、法规，遵守学生行为,,,,,,
规范和学校的各项管理制度，尊敬师长，刻苦学习，增强体质，树立爱,,,,,,,
国主义、集体主义和社会主义思想，努力学习马克思列宁主义、毛泽东,,,,,,,
思想、邓小平理论，具有良好的思想品德，掌握较高的科学文化知识和,,,,,,,
专业技能。,,,,,,,
,高等学校学生的合法权益，受法律保护。,,,,,,
,第五十四条 高等学校的学生应当按照国家规定缴纳学费。家庭经,,,,,,
济困难的学生，可以申请补助或者减免学费。,,,,,,,
,第五十五条 国家设立奖学金，并鼓励高等学校、企业事业组织、,,,,,,
社会团体以及其他社会组织和个人按照国家有关规定设立各种形式的奖,,,,,,,
学金，对品学兼优的学生、国家规定的专业的学生以及到国家规定的地,,,,,,,
区工作的学生给予奖励。,,,,,,,
,国家设立高等学校学生勤工助学基金和贷学金，并鼓励高等学校、,,,,,,
企业事业组织、社会团体以及其他社会组织和个人设立各种形式的助学,,,,,,,
金，对家庭经济困难的学生提供帮助。,,,,,,,
,获得贷学金及助学金的学生，应当履行相应的义务。,,,,,,
,第五十六条 高等学校的学生在课余时间可以参加社会服务和勤工,,,,,,
,,11,,,,,
助学活动，但不得影响学业任务的完成。高等学校应当对学生的社会服,,,,,,,
务和勤工助学活动给予鼓励和支持，并进行引导和管理。,,,,,,,
,第五十七条 高等学校的学生，可以在校内组织学生团体。学生团,,,,,,
体在法律、法规规定的范围内活动，服从学校的领导和管理。,,,,,,,
,第五十八条 高等学校的学生思想品德合格，在规定的修业年限内,,,,,,
学完规定的课程，成绩合格或者修满相应的学分，准予毕业。,,,,,,,
,第五十九条 高等学校应当为毕业生、结业生提供就业指导和服,,,,,,
务。,,,,,,,
,国家鼓励高等学校毕业生到边远、艰苦地区工作。,,,,,,
,第七章,高等教育投入和条件保障,,,,,
,第六十条 高等教育实行以举办者投入为主、受教育者合理分担培,,,,,,
养成本、高等学校多种渠道筹措经费的机制。,,,,,,,
,国务院和省、自治区、直辖市人民政府依照教育法第五十六条的规,,,,,,
定，保证国家举办的高等教育的经费逐步增长。,,,,,,,
,国家鼓励企业事业组织、社会团体及其他社会组织和个人向高等教,,,,,,
育投入。,,,,,,,
,第六十一条 高等学校的举办者应当保证稳定的办学经费来源，不,,,,,,
得抽回其投入的办学资金。,,,,,,,
,第六十二条 国务院教育行政部门会同国务院其他有关部门根据在,,,,,,
校学生年人均教育成本，规定高等学校年经费开支标准和筹措的基本原,,,,,,,
则；省、自治区、直辖市人民政府教育行政部门会同有关部门制订本行,,,,,,,
政区域内高等学校年经费开支标准和筹措办法，作为举办者和高等学校,,,,,,,
筹措办学经费的基本依据。,,,,,,,
,,12,,,,,
,第六十三条 国家对高等学校进口图书资料、教学科研设备以及校,,,,,,
办产业实行优惠政策。高等学校所办产业或者转让知识产权以及其他科,,,,,,,
学技术成果获得的收益，用于高等学校办学。,,,,,,,
,第六十四条 高等学校收取的学费应当按照国家有关规定管理和使,,,,,,
用，其他任何组织和个人不得挪用。,,,,,,,
,第六十五条 高等学校应当依法建立、健全财务管理制度，合理使,,,,,,
用、严格管理教育经费，提高教育投资效益。,,,,,,,
,高等学校的财务活动应当依法接受监督。,,,,,,
,第八章,附则,,,,,
,第六十六条 对高等教育活动中违反教育法规定的，依照教育法的,,,,,,
有关规定给予处罚。,,,,,,,
,第六十七条 中国境外个人符合国家规定的条件并办理有关手续,,,,,,
后，可以进入中国境内高等学校学习、研究、进行学术交流或者任教，,,,,,,,
其合法权益受国家保护。,,,,,,,
,第六十八条 本法所称高等学校是指大学、独立设置的学院和高等,,,,,,
专科学校，其中包括高等职业学校和成人高等学校。,,,,,,,
,本法所称其他高等教育机构是指除高等学校和经批准承担研究生教,,,,,,
育任务的科学研究机构以外的从事高等教育活动的组织。,,,,,,,
,本法有关高等学校的规定适用于其他高等教育机构和经批准承担研,,,,,,
究生教育任务的科学研究机构，但是对高等学校专门适用的规定除外。,,,,,,,
,第六十九条 本法自 1999 年 1 月 1 日起施行。,,,,,,
,13,,,,,,
,普通高等学校学生管理规定,,,,,,
,(中华人民共和国教育部令第 41 号),,,,,,
,《普通高等学校学生管理规定》已于 2016 年 12 月 16 日经教育部,,,,,,
2016 年第 49 次部长办公会议修订通过，现将修订后的《普通高等学校,,,,,,,
学生管理规定》公布，自 2017 年 9 月 1 日起施行。,,,,,,,
,教育部部长陈宝生 2017 年 2 月 4 日,,,,,,
,"第一章
总则",,,,,,
第一条,为规范普通高等学校学生管理行为，维护普通高等学校,,,,,,
正常的教育教学秩序和生活秩序，保障学生合法权益，培养德、智、,,,,,,,
"体、美等方面全面发展的社会主义建设者和接班人,依据教育法、高等",,,,,,,
教育法以及有关法律、法规，制定本规定。,,,,,,,
第二条,本规定适用于普通高等学校、承担研究生教育任务的科,,,,,,
学研究机构（以下称学校）对接受普通高等学历教育的研究生和本科、,,,,,,,
专科（高职）学生（以下称学生）的管理。,,,,,,,
第三条,学校要坚持社会主义办学方向，坚持马克思主义的指导,,,,,,
"地位,全面贯彻国家教育方针；要坚持以立德树人为根本，以理想信念",,,,,,,
"教育为核心,培育和践行社会主义核心价值观，弘扬中华优秀传统文化",,,,,,,
和革命文化、社会主义先进文化，培养学生的社会责任感、创新精神和,,,,,,,
实践能力；要坚持依法治校，科学管理，健全和完善管理制度，规范管,,,,,,,
理行为，将管理与育人相结合，不断提高管理和服务水平。,,,,,,,
第四条,学生应当拥护中国共产党领导，努力学习马克思列宁主,,,,,,
,14,,,,,,
义、毛泽东思想、中国特色社会主义理论体系，深入学习习近平总书记,,,,,,,
系列重要讲话精神和治国理政新理念新思想新战略，坚定中国特色社会,,,,,,,
主义道路自信、理论自信、制度自信、文化自信，树立中国特色社会主,,,,,,,
义共同理想；应当树立爱国主义思想，具有团结统一、爱好和平、勤劳,,,,,,,
勇敢、自强不息的精神；应当增强法治观念，遵守宪法、法律、法规，,,,,,,,
遵守公民道德规范，遵守学校管理制度，具有良好的道德品质和行为习,,,,,,,
惯；应当刻苦学习，勇于探索，积极实践，努力掌握现代科学文化知识,,,,,,,
和专业技能；应当积极锻炼身体，增进身心健康，提高个人修养，培养,,,,,,,
审美情趣。,,,,,,,
第五条,实施学生管理，应当尊重和保护学生的合法权利，教育,,,,,,
和引导学生承担应尽的义务与责任，鼓励和支持学生实行自我管理、自,,,,,,,
我服务、自我教育、自我监督。,,,,,,,
,（六）对学校给予的处理或者处分有异议，向学校、教育行政部门,,,,,,
提出申诉，对学校、教职员工侵犯其人身权、财产权等合法权益的行,,,,,,,
为，提出申诉或者依法提起诉讼；,,,,,,,
,（七）法律、法规及学校章程规定的其他权利。,,,,,,
第七条,学生在校期间依法履行下列义务：,,,,,,
（一）遵守宪法和法律、法规；,,,,,,,
（二）遵守学校章程和规章制度；,,,,,,,
（三）恪守学术道德，完成规定学业；,,,,,,,
,（四）按规定缴纳学费及有关费用，履行获得贷学金及助学金的相,,,,,,
应义务；,,,,,,,
,（五）遵守学生行为规范，尊敬师长，养成良好的思想品德和行为,,,,,,
习惯；,,,,,,,
,（六）法律、法规及学校章程规定的其他义务。,,,,,,
,"第三章
学籍管理",,,,,,
第八条,按国家招生规定录取的新生，持录取通知书，按学校有,,,,,,
关要求和规定的期限到校办理入学手续。因故不能按期入学的，应当向,,,,,,,
学校请假。未请假或者请假逾期的，除因不可抗力等正当事由以外，视,,,,,,,
为放弃入学资格。,,,,,,,
第九条,学校应当在报到时对新生入学资格进行初步审查，审查,,,,,,
合格的办理入学手续，予以注册学籍；审查发现新生的录取通知、考生,,,,,,,
信息等证明材料，与本人实际情况不符，或者有其他违反国家招生考试,,,,,,,
规定情形的，取消入学资格。,,,,,,,
第十条,新生可以申请保留入学资格。保留入学资格期间不具有,,,,,,
,16,,,,,,
学籍。保留入学资格的条件、期限等由学校规定。,,,,,,,
,,新生保留入学资格期满前应向学校申请入学，经学校审查合格后，,,,,,
办理入学手续。审查不合格的，取消入学资格；逾期不办理入学手续且,,,,,,,
未有因不可抗力延迟等正当理由的，视为放弃入学资格。,,,,,,,
,第十一条,学生入学后，学校应当在 3 个月内按照国家招生规定,,,,,
进行复查。复查内容主要包括以下方面：,,,,,,,
,（一）录取手续及程序等是否合乎国家招生规定；,,,,,,
,（二）所获得的录取资格是否真实、合乎相关规定；,,,,,,
,（三）本人及身份证明与录取通知、考生档案等是否一致；,,,,,,
,,（四）身心健康状况是否符合报考专业或者专业类别体检要求，能,,,,,
否保证在校正常学习、生活；,,,,,,,
,,（五）艺术、体育等特殊类型录取学生的专业水平是否符合录取要,,,,,
求。,,,,,,,
,,复查中发现学生存在弄虚作假、徇私舞弊等情形的，确定为复查不,,,,,
合格，应当取消学籍；情节严重的，学校应当移交有关部门调查处理。,,,,,,,
,,复查中发现学生身心状况不适宜在校学习，经学校指定的二级甲等,,,,,
以上医院诊断，需要在家休养的，可以按照第十条的规定保留入学资,,,,,,,
格。,,,,,,,
,复查的程序和办法，由学校规定。,,,,,,
,第十二条,每学期开学时，学生应当按学校规定办理注册手续。,,,,,
不能如期注册的，应当履行暂缓注册手续。未按学校规定缴纳学费或者,,,,,,,
有其他不符合注册条件的，不予注册。,,,,,,,
,,家庭经济困难的学生可以申请助学贷款或者其他形式资助，办理有,,,,,
,,17,,,,,
关手续后注册。,,,,,,,
,学校应当按照国家有关规定为家庭经济困难学生提供教育救助，完,,,,,,
善学生资助体系，保证学生不因家庭经济困难而放弃学业。,,,,,,,
第十三条,学生应当参加学校教育教学计划规定的课程和各种教,,,,,,
育教学环节（以下统称课程）的考核，考核成绩记入成绩册，并归入学,,,,,,,
籍档案。,,,,,,,
,考核分为考试和考查两种。考核和成绩评定方式，以及考核不合格,,,,,,
的课程是否重修或者补考，由学校规定。,,,,,,,
第十四条,学生思想品德的考核、鉴定，以本规定第四条为主要,,,,,,
依据，采取个人小结、师生民主评议等形式进行。,,,,,,,
,学生体育成绩评定要突出过程管理，可以根据考勤、课内教学、课,,,,,,
外锻炼活动和体质健康等情况综合评定。,,,,,,,
第十五条,学生每学期或者每学年所修课程或者应修学分数以及,,,,,,
升级、跳级、留级、降级等要求，由学校规定。,,,,,,,
第十六条,学生根据学校有关规定，可以申请辅修校内其他专业,,,,,,
或者选修其他专业课程；可以申请跨校辅修专业或者修读课程，参加学,,,,,,,
校认可的开放式网络课程学习。学生修读的课程成绩（学分），学校审,,,,,,,
核同意后，予以承认。,,,,,,,
第十七条,学生参加创新创业、社会实践等活动以及发表论文、,,,,,,
获得专利授权等与专业学习、学业要求相关的经历、成果，可以折算为,,,,,,,
学分，计入学业成绩。具体办法由学校规定。,,,,,,,
,学校应当鼓励、支持和指导学生参加社会实践、创新创业活动，可,,,,,,
以建立创新创业档案、设置创新创业学分。,,,,,,,
第十八条,学校应当健全学生学业成绩和学籍档案管理制度，真,,,,,,
实、完整地记载、出具学生学业成绩，对通过补考、重修获得的成绩，,,,,,,,
应当予以标注。,,,,,,,
,学生严重违反考核纪律或者作弊的，该课程考核成绩记为无效，并,,,,,,
应视其违纪或者作弊情节，给予相应的纪律处分。给予警告、严重警,,,,,,,
告、记过及留校察看处分的，经教育表现较好，可以对该课程给予补考,,,,,,,
或者重修机会。,,,,,,,
,学生因退学等情况中止学业，其在校学习期间所修课程及已获得学,,,,,,
分，应当予以记录。学生重新参加入学考试、符合录取条件，再次入学,,,,,,,
的，其已获得学分，经录取学校认定，可以予以承认。具体办法由学校,,,,,,,
规定。,,,,,,,
第十九条,学生应当按时参加教育教学计划规定的活动。不能按,,,,,,
时参加的，应当事先请假并获得批准。无故缺席的，根据学校有关规定,,,,,,,
给予批评教育，情节严重的，给予相应的纪律处分。,,,,,,,
第二十条,学校应当开展学生诚信教育，以适当方式记录学生学,,,,,,
业、学术、品行等方面的诚信信息，建立对失信行为的约束和惩戒机,,,,,,,
制；对有严重失信行为的，可以规定给予相应的纪律处分，对违背学术,,,,,,,
诚信的，可以对其获得学位及学术称号、荣誉等作出限制。,,,,,,,
第二十一条,学生在学习期间对其他专业有兴趣和专长的，可以,,,,,,
申请转专业；以特殊招生形式录取的学生，国家有相关规定或者录取前,,,,,,,
与学校有明确约定的，不得转专业。,,,,,,,
,学校应当制定学生转专业的具体办法，建立公平、公正的标准和程,,,,,,
序，健全公示制度。学校根据社会对人才需求情况的发展变化，需要适,,,,,,,
当调整专业的，应当允许在读学生转到其他相关专业就读。,,,,,,,
,休学创业或退役后复学的学生，因自身情况需要转专业的，学校应,,,,,,
当优先考虑。,,,,,,,
第二十二条,学生一般应当在被录取学校完成学业。因患病或者,,,,,,
有特殊困难、特别需要，无法继续在本校学习或者不适应本校学习要求,,,,,,,
的，可以申请转学。有下列情形之一，不得转学：,,,,,,,
（一）入学未满一学期或者毕业前一年的；,,,,,,,
,（二）高考成绩低于拟转入学校相关专业同一生源地相应年份录取,,,,,,
成绩的；,,,,,,,
（三）由低学历层次转为高学历层次的；,,,,,,,
（四）以定向就业招生录取的；,,,,,,,
,（五）研究生拟转入学校、专业的录取控制标准高于其所在学校、,,,,,,
专业的；,,,,,,,
,（六）无正当转学理由的。学生因学校培养条件改变等非本人原因,,,,,,
需要转学的，学校应当出具证明，由所在地省级教育行政部门协调转学,,,,,,,
到同层次学校。,,,,,,,
第二十三条,学生转学由学生本人提出申请，说明理由，经所在,,,,,,
学校和拟转入学校同意，由转入学校负责审核转学条件及相关证明，认,,,,,,,
为符合本校培养要求且学校有培养能力的，经学校校长办公会或者专题,,,,,,,
